@relation kpi_negocio

@attribute negocio {Sam´s Club, Superama, Walmart,eCommerce}
@attribute kpi {Description,Header}
@attribute departamento {46,	92,	9,	15,	3,	32,	26,	12,	6,	49,	21,	58,	7,	1,	50,	47,	18,	10,	41,	4,	19,	36,	13,	5,	22,	16,	53,	2,	17,	31,	60,	40,	11,	54,	20,	28,	14,	8,	51}
@attribute resultado real

@data
eCommerce,Description,ARTICULOS PARA EL HOGAR,29.33
eCommerce,Description,ARTICULOS PARA EL HOGAR,28.37
eCommerce,Description,ARTICULOS PARA EL HOGAR,40.33
eCommerce,Description,ARTICULOS PARA EL HOGAR,59.25
eCommerce,Description,ARTICULOS PARA EL HOGAR,47
eCommerce,Description,ARTICULOS PARA EL HOGAR,95.5
eCommerce,Description,ARTICULOS PARA EL HOGAR,80.66
eCommerce,Description,ARTICULOS PARA EL HOGAR,72
eCommerce,Description,ARTICULOS PARA EL HOGAR,89
eCommerce,Description,ARTICULOS PARA EL HOGAR,64
eCommerce,Description,ARTICULOS PARA EL HOGAR,12
eCommerce,Description,ARTICULOS PARA EL HOGAR,100
eCommerce,Description,ARTICULOS PARA EL HOGAR,61.87
eCommerce,Description,ARTICULOS PARA EL HOGAR,61.33
eCommerce,Description,ARTICULOS PARA EL HOGAR,43.82
eCommerce,Description,ARTICULOS PARA EL HOGAR,52
eCommerce,Description,ARTICULOS PARA EL HOGAR,81
eCommerce,Description,ARTICULOS PARA EL HOGAR,60
eCommerce,Description,ARTICULOS PARA EL HOGAR,58.24
eCommerce,Description,ARTICULOS PARA EL HOGAR,24.83
eCommerce,Description,ARTICULOS PARA EL HOGAR,60.5
eCommerce,Description,ARTICULOS PARA EL HOGAR,57.55
eCommerce,Description,ARTICULOS PARA EL HOGAR,57.5
eCommerce,Description,ARTICULOS PARA EL HOGAR,33
eCommerce,Description,ARTICULOS PARA EL HOGAR,10
eCommerce,Description,ARTICULOS PARA EL HOGAR,29.33
eCommerce,Description,ARTICULOS PARA EL HOGAR,100
eCommerce,Description,ARTICULOS PARA EL HOGAR,40
eCommerce,Description,ELECTRODOMESTICOS,48.16
eCommerce,Description,ELECTRODOMESTICOS,60.77
eCommerce,Description,ELECTRODOMESTICOS,90
eCommerce,Description,ELECTRODOMESTICOS,72.33
eCommerce,Description,ELECTRODOMESTICOS,69.75
eCommerce,Description,ELECTRODOMESTICOS,61
eCommerce,Description,ELECTRODOMESTICOS,59.04
eCommerce,Description,ELECTRODOMESTICOS,48.6
eCommerce,Description,ELECTRODOMESTICOS,66
eCommerce,Description,ELECTRODOMESTICOS,62.5
eCommerce,Description,ELECTRODOMESTICOS,53.1
eCommerce,Description,ELECTRODOMESTICOS,61.1
eCommerce,Description,ELECTRODOMESTICOS,53.88
eCommerce,Description,ELECTRODOMESTICOS,87
eCommerce,Description,ELECTRODOMESTICOS,51
eCommerce,Description,ELECTRODOMESTICOS,60
eCommerce,Description,ELECTRODOMESTICOS,44.6
eCommerce,Description,ELECTRODOMESTICOS,41
eCommerce,Description,ELECTRODOMESTICOS,88.66
eCommerce,Description,ELECTRODOMESTICOS,54
eCommerce,Description,ELECTRODOMESTICOS,90
eCommerce,Description,ELECTRODOMESTICOS,82.57
eCommerce,Description,ELECTRODOMESTICOS,80.35
eCommerce,Description,ELECTRODOMESTICOS,65.5
eCommerce,Description,ELECTRODOMESTICOS,93.33
eCommerce,Description,ELECTRODOMESTICOS,90
eCommerce,Description,ELECTRODOMESTICOS,66
eCommerce,Description,ELECTRODOMESTICOS,64.33
eCommerce,Description,ELECTRODOMESTICOS,39.83
eCommerce,Description,ELECTRODOMESTICOS,77.69
eCommerce,Description,ELECTRODOMESTICOS,66.87
eCommerce,Description,ELECTRODOMESTICOS,81.45
eCommerce,Description,ELECTRODOMESTICOS,73
eCommerce,Description,ELECTRODOMESTICOS,84
eCommerce,Description,ELECTRODOMESTICOS,66
eCommerce,Description,ELECTRODOMESTICOS,65.83
eCommerce,Description,ELECTRODOMESTICOS,76
eCommerce,Description,ELECTRODOMESTICOS,35
eCommerce,Description,ELECTRODOMESTICOS,100
eCommerce,Description,ELECTRODOMESTICOS,89
eCommerce,Description,ELECTRODOMESTICOS,51.66
eCommerce,Description,ELECTRODOMESTICOS,75
eCommerce,Description,ELECTRODOMESTICOS,78
eCommerce,Description,ELECTRODOMESTICOS,81.66
eCommerce,Description,ELECTRODOMESTICOS,89
eCommerce,Description,ELECTRODOMESTICOS,61.25
eCommerce,Description,ELECTRODOMESTICOS,67
eCommerce,Description,ELECTRODOMESTICOS,37
eCommerce,Description,ELECTRODOMESTICOS,60
eCommerce,Description,ELECTRODOMESTICOS,34
eCommerce,Description,ELECTRODOMESTICOS,100
eCommerce,Description,ELECTRODOMESTICOS,73
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,33.33
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,80.66
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,91.5
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,78
eCommerce,Description,JARDINERIA,100
eCommerce,Description,JARDINERIA,0
eCommerce,Description,JARDINERIA,0
eCommerce,Description,MUEBLES,51
eCommerce,Description,MUEBLES,55
eCommerce,Description,ARTICULOS DE TEMPORADA,100
eCommerce,Description,ARTICULOS DE TEMPORADA,100
eCommerce,Description,COCINA Y BAÑO,61
eCommerce,Description,COCINA Y BAÑO,26.4
eCommerce,Description,COCINA Y BAÑO,47
eCommerce,Description,COCINA Y BAÑO,100
eCommerce,Description,COCINA Y BAÑO,98
eCommerce,Description,ROPA DE CAMA,40
eCommerce,Description,BEBES,94
eCommerce,Description,BEBES,17
eCommerce,Description,BEBES,41
eCommerce,Description,BEBES,24
eCommerce,Description,BEBES,34
eCommerce,Description,BEBES,30.7
eCommerce,Description,BEBES,48
eCommerce,Description,BEBES,45.11
eCommerce,Description,BEBES,31.66
eCommerce,Description,BEBES,42.11
eCommerce,Description,BEBES,51.5
eCommerce,Description,BEBES,64.81
eCommerce,Description,BEBES,43.5
eCommerce,Description,BEBES,82.83
eCommerce,Description,BEBES,68.26
eCommerce,Description,BEBES,24
eCommerce,Description,BEBES,53.83
eCommerce,Description,BEBES,100
eCommerce,Description,BEBES,48.8
eCommerce,Description,BEBES,100
eCommerce,Description,BEBES,58.83
eCommerce,Description,BEBES,68.5
eCommerce,Description,BEBES,100
eCommerce,Description,BEBES,35.66
eCommerce,Description,BEBES,100
eCommerce,Description,BEBES,68.75
eCommerce,Description,BEBES,84
eCommerce,Description,BEBES,100
eCommerce,Description,BEBES,60
eCommerce,Description,JOYERIA,54.21
eCommerce,Description,JOYERIA,50.66
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,24
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,98.78
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,100
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,45
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,100
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,100
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,75
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,53.5
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,81.85
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,35.25
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,100
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,49
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,82
eCommerce,Description,TARJ/LIBROS/REV SUBDIV:DPT03,78
